Cell,Gene,Ct,Call
D10_M14_mes_14_ac,TBX21,999,Fail
D10_M14_mes_14_ac,VDR,999,Fail
D10_M14_mes_14_ac,IFNG,999,Fail
D10_M14_mes_14_ac,FOXP3,999,Fail
D10_M14_mes_14_ac,CXCR5,999,Fail
D10_M14_mes_14_ac,PTPRC,999,Fail
D10_M14_mes_14_ac,ITGAM,999,Fail
D10_M14_mes_14_ac,ATP5A1,999,Fail
D10_M14_mes_14_ac,VIPR1,999,Fail
D10_M14_mes_14_ac,TCF7,28.58189641,Pass
D10_M14_mes_14_ac,PTH,999,Fail
D10_M14_mes_14_ac,MYCN,999,Fail
D10_M14_mes_14_ac,IL6,999,Fail
D10_M14_mes_14_ac,IL21,999,Fail
D10_M14_mes_14_ac,IFNGR1,999,Fail
D10_M14_mes_14_ac,FSHB,999,Fail
D10_M14_mes_14_ac,CXCR6,999,Fail
D10_M14_mes_14_ac,NCAM1,999,Fail
D10_M14_mes_14_ac,ITGAX,999,Fail
D10_M14_mes_14_ac,BATF,999,Fail
D10_M14_mes_14_ac,ZBTB16,999,Fail
D10_M14_mes_14_ac,TCFEC,999,Fail
D10_M14_mes_14_ac,RORA,999,Fail
D10_M14_mes_14_ac,NCF1,999,Fail
D10_M14_mes_14_ac,IL7R,999,Fail
D10_M14_mes_14_ac,IL23R,999,Fail
D10_M14_mes_14_ac,IL10,999,Fail
D10_M14_mes_14_ac,GATA2,999,Fail
D10_M14_mes_14_ac,CYP11A1,999,Fail
D10_M14_mes_14_ac,SELL,999,Fail
D10_M14_mes_14_ac,CD19,999,Fail
D10_M14_mes_14_ac,BCL2L11,999,Fail
D10_M14_mes_14_ac,ZC3H12C,999,Fail
D10_M14_mes_14_ac,TG,999,Fail
D10_M14_mes_14_ac,RORC,22.6206847,Pass
D10_M14_mes_14_ac,PHF1,999,Fail
D10_M14_mes_14_ac,IL9,999,Fail
D10_M14_mes_14_ac,IL25R,999,Fail
D10_M14_mes_14_ac,IL12RB2,999,Fail
D10_M14_mes_14_ac,GATA3,999,Fail
D10_M14_mes_14_ac,E2F8,999,Fail
D10_M14_mes_14_ac,CD69,999,Fail
D10_M14_mes_14_ac,IL2RA,999,Fail
D10_M14_mes_14_ac,BCL2,999,Fail
D10_M14_mes_14_ac,ZFP36,21.39836797,Pass
D10_M14_mes_14_ac,TGFB1,999,Fail
D10_M14_mes_14_ac,RUNX3,999,Fail
D10_M14_mes_14_ac,POLR2A,999,Fail
D10_M14_mes_14_ac,IRF8,999,Fail
D10_M14_mes_14_ac,IL27RA,999,Fail
D10_M14_g_11_ac,ACTN1,999,Fail
D10_M14_g_11_ac,CCR2,999,Fail
D10_M14_g_11_ac,CD33,999,Fail
D10_M14_g_11_ac,CD8A,999,Fail
D10_M14_g_11_ac,EIF2B1,999,Fail
D10_M14_g_11_ac,HBB_B2,999,Fail
D10_M14_g_11_ac,IL13,999,Fail
D10_M14_g_11_ac,IL1RL1_R,999,Fail
D10_M14_g_11_ac,JHM1D,999,Fail
D10_M14_g_11_ac,POU6F1,999,Fail
D10_M14_g_11_ac,SCML4,999,Fail
D10_M14_g_11_ac,TRIB2,999,Fail
D10_M14_g_11_ac,AHR,999,Fail
D10_M14_g_11_ac,CCR5,999,Fail
D10_M14_g_11_ac,CD3E,999,Fail
D10_M14_g_11_ac,CDH17,999,Fail
D10_M14_g_11_ac,EPAS1,999,Fail
D10_M14_g_11_ac,HLX,999,Fail
D10_M14_g_11_ac,IL13RA1,999,Fail
D10_M14_g_11_ac,IL4,999,Fail
D10_M14_g_11_ac,KLRG1,999,Fail
D10_M14_g_11_ac,PPARG,999,Fail
D10_M14_g_11_ac,IL1RL1,999,Fail
D10_M14_g_11_ac,TXK,999,Fail
D10_M14_g_11_ac,ASB2,999,Fail
D10_M14_g_11_ac,CCR8,999,Fail
D10_M14_g_11_ac,CD4,999,Fail
D10_M14_g_11_ac,CTLA4,999,Fail
D10_M14_g_11_ac,FGF18,999,Fail
D10_M14_g_11_ac,HPRT1,999,Fail
D10_M14_g_11_ac,IL17A,999,Fail
D10_M14_g_11_ac,IL4R,999,Fail
D10_M14_g_11_ac,MSC,999,Fail
D10_M14_g_11_ac,PRDM1,999,Fail
D10_M14_g_11_ac,SMAD7,999,Fail
D10_M14_g_11_ac,UBC,999,Fail
D10_M14_g_11_ac,ATF3,999,Fail
D10_M14_g_11_ac,KIT,999,Fail
D10_M14_g_11_ac,CD44,999,Fail
D10_M14_g_11_ac,CXCR3,999,Fail
D10_M14_g_11_ac,FOXP1,999,Fail
D10_M14_g_11_ac,ICOS,999,Fail
D10_M14_g_11_ac,IL2,999,Fail
D10_M14_g_11_ac,IL5,999,Fail
D10_M14_g_11_ac,MYB,999,Fail
D10_M14_g_11_ac,PTGIR,999,Fail
D10_M14_g_11_ac,TBX21,999,Fail
D10_M14_g_11_ac,VDR,20.84708536,Pass
D10_M14_g_11_ac,IFNG,999,Fail
D10_M14_g_11_ac,FOXP3,999,Fail
D10_M14_g_11_ac,CXCR5,999,Fail
D10_M14_g_11_ac,PTPRC,999,Fail
D10_M14_g_11_ac,ITGAM,999,Fail
D10_M14_g_11_ac,ATP5A1,999,Fail
D10_M14_g_11_ac,VIPR1,999,Fail
D10_M14_g_11_ac,TCF7,999,Fail
D10_M14_g_11_ac,PTH,999,Fail
D10_M14_g_11_ac,MYCN,999,Fail
D10_M14_g_11_ac,IL6,999,Fail
D10_M14_g_11_ac,IL21,999,Fail
D10_M14_g_11_ac,IFNGR1,999,Fail
D10_M14_g_11_ac,FSHB,999,Fail
D10_M14_g_11_ac,CXCR6,999,Fail
D10_M14_g_11_ac,NCAM1,999,Fail
D10_M14_g_11_ac,ITGAX,999,Fail
D10_M14_g_11_ac,BATF,999,Fail
D10_M14_g_11_ac,ZBTB16,999,Fail
D10_M14_g_11_ac,TCFEC,999,Fail
D10_M14_g_11_ac,RORA,999,Fail
D10_M14_g_11_ac,NCF1,999,Fail
D10_M14_g_11_ac,IL7R,999,Fail
D10_M14_g_11_ac,IL23R,999,Fail
D10_M14_g_11_ac,IL10,999,Fail
D10_M14_g_11_ac,GATA2,999,Fail
D10_M14_g_11_ac,CYP11A1,999,Fail
D10_M14_g_11_ac,SELL,999,Fail
D10_M14_g_11_ac,CD19,999,Fail
D10_M14_g_11_ac,BCL2L11,999,Fail
D10_M14_g_11_ac,ZC3H12C,999,Fail
D10_M14_g_11_ac,TG,999,Fail
D10_M14_g_11_ac,RORC,999,Fail
D10_M14_g_11_ac,PHF1,999,Fail
D10_M14_g_11_ac,IL9,999,Fail
D10_M14_g_11_ac,IL25R,999,Fail
D10_M14_g_11_ac,IL12RB2,999,Fail
D10_M14_g_11_ac,GATA3,999,Fail
D10_M14_g_11_ac,E2F8,999,Fail
D10_M14_g_11_ac,CD69,999,Fail
D10_M14_g_11_ac,IL2RA,999,Fail
D10_M14_g_11_ac,BCL2,999,Fail
D10_M14_g_11_ac,ZFP36,999,Fail
D10_M14_g_11_ac,TGFB1,999,Fail
D10_M14_g_11_ac,RUNX3,999,Fail
D10_M14_g_11_ac,POLR2A,999,Fail
D10_M14_g_11_ac,IRF8,999,Fail
D10_M14_g_11_ac,IL27RA,999,Fail
D10_M14_mes_6_nu,ACTN1,19.8114851,Pass
D10_M14_mes_6_nu,CCR2,999,Fail
D10_M14_mes_6_nu,CD33,999,Fail
D10_M14_mes_6_nu,CD8A,17.87878337,Pass
D10_M14_mes_6_nu,EIF2B1,21.49495182,Pass
D10_M14_mes_6_nu,HBB_B2,999,Fail
D10_M14_mes_6_nu,IL13,999,Fail
D10_M14_mes_6_nu,IL1RL1_R,999,Fail
D10_M14_mes_6_nu,JHM1D,999,Fail
D10_M14_mes_6_nu,POU6F1,23.5518227,Pass
D10_M14_mes_6_nu,SCML4,23.40801227,Pass
D10_M14_mes_6_nu,TRIB2,999,Fail
D10_M14_mes_6_nu,AHR,999,Fail
D10_M14_mes_6_nu,CCR5,999,Fail
D10_M14_mes_6_nu,CD3E,19.59099964,Pass
D10_M14_mes_6_nu,CDH17,999,Fail
D10_M14_mes_6_nu,EPAS1,999,Fail
D10_M14_mes_6_nu,HLX,999,Fail
D10_M14_mes_6_nu,IL13RA1,999,Fail
D10_M14_mes_6_nu,IL4,999,Fail
D10_M14_mes_6_nu,KLRG1,999,Fail
D10_M14_mes_6_nu,PPARG,999,Fail
D10_M14_mes_6_nu,IL1RL1,999,Fail
D10_M14_mes_6_nu,TXK,20.21550327,Pass
D10_M14_mes_6_nu,ASB2,999,Fail
D10_M14_mes_6_nu,CCR8,999,Fail
D10_M14_mes_6_nu,CD4,999,Fail
D10_M14_mes_6_nu,CTLA4,999,Fail
D10_M14_mes_6_nu,FGF18,999,Fail
D10_M14_mes_6_nu,HPRT1,20.7353442,Pass
D10_M14_mes_6_nu,IL17A,999,Fail
D10_M14_mes_6_nu,IL4R,19.59642293,Pass
D10_M14_mes_6_nu,MSC,999,Fail
D10_M14_mes_6_nu,PRDM1,999,Fail
D10_M14_mes_6_nu,SMAD7,20.84497488,Pass
D10_M14_mes_6_nu,UBC,19.09811574,Pass
D10_M14_mes_6_nu,ATF3,999,Fail
D10_M14_mes_6_nu,KIT,999,Fail
D10_M14_mes_6_nu,CD44,999,Fail
D10_M14_mes_6_nu,CXCR3,999,Fail
D10_M14_mes_6_nu,FOXP1,20.85456311,Pass
D10_M14_mes_6_nu,ICOS,22.79363591,Pass
D10_M14_mes_6_nu,IL2,999,Fail
D10_M14_mes_6_nu,IL5,999,Fail
D10_M14_mes_6_nu,MYB,999,Fail
D10_M14_mes_6_nu,PTGIR,999,Fail
D10_M14_mes_6_nu,TBX21,999,Fail
D10_M14_mes_6_nu,VDR,999,Fail
D10_M14_mes_6_nu,IFNG,999,Fail
D10_M14_mes_6_nu,FOXP3,999,Fail
D10_M14_mes_6_nu,CXCR5,999,Fail
D10_M14_mes_6_nu,PTPRC,16.5908943,Pass
D10_M14_mes_6_nu,ITGAM,999,Fail
D10_M14_mes_6_nu,ATP5A1,19.10363232,Pass
D10_M14_mes_6_nu,VIPR1,999,Fail
D10_M14_mes_6_nu,TCF7,20.54139604,Pass
D10_M14_mes_6_nu,PTH,999,Fail
D10_M14_mes_6_nu,MYCN,999,Fail
D10_M14_mes_6_nu,IL6,999,Fail
D10_M14_mes_6_nu,IL21,999,Fail
D10_M14_mes_6_nu,IFNGR1,999,Fail
D10_M14_mes_6_nu,FSHB,999,Fail
D10_M14_mes_6_nu,CXCR6,18.69394195,Pass
D10_M14_mes_6_nu,NCAM1,999,Fail
D10_M14_mes_6_nu,ITGAX,999,Fail
D10_M14_mes_6_nu,BATF,20.18064433,Pass
D10_M14_mes_6_nu,ZBTB16,999,Fail
D10_M14_mes_6_nu,TCFEC,999,Fail
D10_M14_mes_6_nu,RORA,999,Fail
D10_M14_mes_6_nu,NCF1,20.92450081,Pass
D10_M14_mes_6_nu,IL7R,19.34939971,Pass
D10_M14_mes_6_nu,IL23R,999,Fail
D10_M14_mes_6_nu,IL10,999,Fail
D10_M14_mes_6_nu,GATA2,999,Fail
D10_M14_mes_6_nu,CYP11A1,999,Fail
D10_M14_mes_6_nu,SELL,16.72720496,Pass
D10_M14_mes_6_nu,CD19,999,Fail
D10_M14_mes_6_nu,BCL2L11,999,Fail
D10_M14_mes_6_nu,ZC3H12C,999,Fail
D10_M14_mes_6_nu,TG,999,Fail
D10_M14_mes_6_nu,RORC,999,Fail
D10_M14_mes_6_nu,PHF1,999,Fail
D10_M14_mes_6_nu,IL9,999,Fail
D10_M14_mes_6_nu,IL25R,999,Fail
D10_M14_mes_6_nu,IL12RB2,999,Fail
D10_M14_mes_6_nu,GATA3,999,Fail
D10_M14_mes_6_nu,E2F8,999,Fail
D10_M14_mes_6_nu,CD69,20.60628801,Pass
D10_M14_mes_6_nu,IL2RA,999,Fail
D10_M14_mes_6_nu,BCL2,999,Fail
D10_M14_mes_6_nu,ZFP36,17.37366764,Pass
D10_M14_mes_6_nu,TGFB1,21.2553687,Pass
D10_M14_mes_6_nu,RUNX3,20.57768041,Pass
D10_M14_mes_6_nu,POLR2A,999,Fail
D10_M14_mes_6_nu,IRF8,999,Fail
D10_M14_mes_6_nu,IL27RA,999,Fail
D10_M14_g_3_nu,ACTN1,999,Fail
D10_M14_g_3_nu,CCR2,999,Fail
D10_M14_g_3_nu,CD33,999,Fail
D10_M14_g_3_nu,CD8A,999,Fail
D10_M14_g_3_nu,EIF2B1,999,Fail
D10_M14_g_3_nu,HBB_B2,999,Fail
D10_M14_g_3_nu,IL13,999,Fail
D10_M14_g_3_nu,IL1RL1_R,999,Fail
D10_M14_g_3_nu,JHM1D,999,Fail
D10_M14_g_3_nu,POU6F1,999,Fail
D10_M14_g_3_nu,SCML4,999,Fail
D10_M14_g_3_nu,TRIB2,999,Fail
D10_M14_g_3_nu,AHR,999,Fail
D10_M14_g_3_nu,CCR5,999,Fail
D10_M14_g_3_nu,CD3E,999,Fail
D10_M14_g_3_nu,CDH17,999,Fail
D10_M14_g_3_nu,EPAS1,999,Fail
D10_M14_g_3_nu,HLX,999,Fail
D10_M14_g_3_nu,IL13RA1,999,Fail
D10_M14_g_3_nu,IL4,999,Fail
D10_M14_g_3_nu,KLRG1,999,Fail
D10_M14_g_3_nu,PPARG,999,Fail
D10_M14_g_3_nu,IL1RL1,999,Fail
D10_M14_g_3_nu,TXK,999,Fail
D10_M14_g_3_nu,ASB2,999,Fail
D10_M14_g_3_nu,CCR8,999,Fail
D10_M14_g_3_nu,CD4,999,Fail
D10_M14_g_3_nu,CTLA4,999,Fail
D10_M14_g_3_nu,FGF18,999,Fail
D10_M14_g_3_nu,HPRT1,999,Fail
D10_M14_g_3_nu,IL17A,999,Fail
D10_M14_g_3_nu,IL4R,999,Fail
D10_M14_g_3_nu,MSC,999,Fail
D10_M14_g_3_nu,PRDM1,999,Fail
D10_M14_g_3_nu,SMAD7,999,Fail
D10_M14_g_3_nu,UBC,22.18370368,Pass
D10_M14_g_3_nu,ATF3,999,Fail
D10_M14_g_3_nu,KIT,999,Fail
D10_M14_g_3_nu,CD44,999,Fail
D10_M14_g_3_nu,CXCR3,999,Fail
D10_M14_g_3_nu,FOXP1,999,Fail
D10_M14_g_3_nu,ICOS,999,Fail
D10_M14_g_3_nu,IL2,999,Fail
D10_M14_g_3_nu,IL5,999,Fail
D10_M14_g_3_nu,MYB,999,Fail
D10_M14_g_3_nu,PTGIR,999,Fail
D10_M14_g_3_nu,TBX21,999,Fail
D10_M14_g_3_nu,VDR,999,Fail
D10_M14_g_3_nu,IFNG,999,Fail
D10_M14_g_3_nu,FOXP3,999,Fail
D10_M14_g_3_nu,CXCR5,999,Fail
D10_M14_g_3_nu,PTPRC,999,Fail
D10_M14_g_3_nu,ITGAM,999,Fail
D10_M14_g_3_nu,ATP5A1,999,Fail
D10_M14_g_3_nu,VIPR1,999,Fail
D10_M14_g_3_nu,TCF7,999,Fail
D10_M14_g_3_nu,PTH,999,Fail
D10_M14_g_3_nu,MYCN,999,Fail
D10_M14_g_3_nu,IL6,999,Fail
D10_M14_g_3_nu,IL21,999,Fail
D10_M14_g_3_nu,IFNGR1,999,Fail
D10_M14_g_3_nu,FSHB,999,Fail
D10_M14_g_3_nu,CXCR6,999,Fail
D10_M14_g_3_nu,NCAM1,999,Fail
D10_M14_g_3_nu,ITGAX,999,Fail
D10_M14_g_3_nu,BATF,999,Fail
D10_M14_g_3_nu,ZBTB16,999,Fail
D10_M14_g_3_nu,TCFEC,999,Fail
D10_M14_g_3_nu,RORA,999,Fail
D10_M14_g_3_nu,NCF1,999,Fail
D10_M14_g_3_nu,IL7R,999,Fail
D10_M14_g_3_nu,IL23R,999,Fail
D10_M14_g_3_nu,IL10,999,Fail
D10_M14_g_3_nu,GATA2,999,Fail
D10_M14_g_3_nu,CYP11A1,999,Fail
D10_M14_g_3_nu,SELL,999,Fail
D10_M14_g_3_nu,CD19,999,Fail
D10_M14_g_3_nu,BCL2L11,999,Fail
D10_M14_g_3_nu,ZC3H12C,999,Fail
D10_M14_g_3_nu,TG,999,Fail
D10_M14_g_3_nu,RORC,999,Fail
D10_M14_g_3_nu,PHF1,999,Fail
D10_M14_g_3_nu,IL9,999,Fail
D10_M14_g_3_nu,IL25R,999,Fail
D10_M14_g_3_nu,IL12RB2,999,Fail
D10_M14_g_3_nu,GATA3,999,Fail
D10_M14_g_3_nu,E2F8,999,Fail
D10_M14_g_3_nu,CD69,999,Fail
D10_M14_g_3_nu,IL2RA,999,Fail
D10_M14_g_3_nu,BCL2,999,Fail
D10_M14_g_3_nu,ZFP36,999,Fail
D10_M14_g_3_nu,TGFB1,999,Fail
D10_M14_g_3_nu,RUNX3,999,Fail
D10_M14_g_3_nu,POLR2A,999,Fail
D10_M14_g_3_nu,IRF8,999,Fail
D10_M14_g_3_nu,IL27RA,999,Fail
D10_M14_l_22_ac,ACTN1,999,Fail
D10_M14_l_22_ac,CCR2,999,Fail
D10_M14_l_22_ac,CD33,999,Fail
D10_M14_l_22_ac,CD8A,999,Fail
D10_M14_l_22_ac,EIF2B1,999,Fail
D10_M14_l_22_ac,HBB_B2,999,Fail
D10_M14_l_22_ac,IL13,999,Fail
D10_M14_l_22_ac,IL1RL1_R,999,Fail
D10_M14_l_22_ac,JHM1D,999,Fail
D10_M14_l_22_ac,POU6F1,999,Fail
D10_M14_l_22_ac,SCML4,999,Fail
D10_M14_l_22_ac,TRIB2,999,Fail
D10_M14_l_22_ac,AHR,999,Fail
D10_M14_l_22_ac,CCR5,999,Fail
D10_M14_l_22_ac,CD3E,999,Fail
D10_M14_l_22_ac,CDH17,999,Fail
D10_M14_l_22_ac,EPAS1,999,Fail
D10_M14_l_22_ac,HLX,999,Fail
D10_M14_l_22_ac,IL13RA1,999,Fail
D10_M14_l_22_ac,IL4,999,Fail
D10_M14_l_22_ac,KLRG1,999,Fail
D10_M14_l_22_ac,PPARG,999,Fail
D10_M14_l_22_ac,IL1RL1,999,Fail
D10_M14_l_22_ac,TXK,999,Fail
D10_M14_l_22_ac,ASB2,999,Fail
D10_M14_l_22_ac,CCR8,999,Fail
D10_M14_l_22_ac,CD4,999,Fail
D10_M14_l_22_ac,CTLA4,999,Fail
D10_M14_l_22_ac,FGF18,999,Fail
D10_M14_l_22_ac,HPRT1,999,Fail
D10_M14_l_22_ac,IL17A,999,Fail
D10_M14_l_22_ac,IL4R,999,Fail
D10_M14_l_22_ac,MSC,999,Fail
D10_M14_l_22_ac,PRDM1,999,Fail
D10_M14_l_22_ac,SMAD7,999,Fail
D10_M14_l_22_ac,UBC,999,Fail
D10_M14_l_22_ac,ATF3,999,Fail
D10_M14_l_22_ac,KIT,999,Fail
D10_M14_l_22_ac,CD44,999,Fail
D10_M14_l_22_ac,CXCR3,999,Fail
D10_M14_l_22_ac,FOXP1,999,Fail
D10_M14_l_22_ac,ICOS,999,Fail
D10_M14_l_22_ac,IL2,999,Fail
D10_M14_l_22_ac,IL5,999,Fail
D10_M14_l_22_ac,MYB,999,Fail
D10_M14_l_22_ac,PTGIR,999,Fail
D10_M14_l_22_ac,TBX21,999,Fail
D10_M14_l_22_ac,VDR,999,Fail
D10_M14_l_22_ac,IFNG,999,Fail
D10_M14_l_22_ac,FOXP3,999,Fail
D10_M14_l_22_ac,CXCR5,999,Fail
D10_M14_l_22_ac,PTPRC,999,Fail
D10_M14_l_22_ac,ITGAM,999,Fail
D10_M14_l_22_ac,ATP5A1,999,Fail
D10_M14_l_22_ac,VIPR1,999,Fail
D10_M14_l_22_ac,TCF7,999,Fail
D10_M14_l_22_ac,PTH,999,Fail
D10_M14_l_22_ac,MYCN,999,Fail
D10_M14_l_22_ac,IL6,999,Fail
D10_M14_l_22_ac,IL21,999,Fail
D10_M14_l_22_ac,IFNGR1,999,Fail
D10_M14_l_22_ac,FSHB,999,Fail
D10_M14_l_22_ac,CXCR6,999,Fail
D10_M14_l_22_ac,NCAM1,999,Fail
D10_M14_l_22_ac,ITGAX,999,Fail
D10_M14_l_22_ac,BATF,999,Fail
D10_M14_l_22_ac,ZBTB16,999,Fail
D10_M14_l_22_ac,TCFEC,999,Fail
D10_M14_l_22_ac,RORA,999,Fail
D10_M14_l_22_ac,NCF1,999,Fail
D10_M14_l_22_ac,IL7R,999,Fail
D10_M14_l_22_ac,IL23R,999,Fail
D10_M14_l_22_ac,IL10,999,Fail
D10_M14_l_22_ac,GATA2,24.45250636,Pass
D10_M14_l_22_ac,CYP11A1,999,Fail
D10_M14_l_22_ac,SELL,999,Fail
D10_M14_l_22_ac,CD19,999,Fail
D10_M14_l_22_ac,BCL2L11,999,Fail
D10_M14_l_22_ac,ZC3H12C,999,Fail
D10_M14_l_22_ac,TG,999,Fail
D10_M14_l_22_ac,RORC,999,Fail
D10_M14_l_22_ac,PHF1,999,Fail
D10_M14_l_22_ac,IL9,999,Fail
D10_M14_l_22_ac,IL25R,999,Fail
D10_M14_l_22_ac,IL12RB2,999,Fail
D10_M14_l_22_ac,GATA3,999,Fail
D10_M14_l_22_ac,E2F8,999,Fail
D10_M14_l_22_ac,CD69,999,Fail
D10_M14_l_22_ac,IL2RA,999,Fail
D10_M14_l_22_ac,BCL2,999,Fail
D10_M14_l_22_ac,ZFP36,999,Fail
D10_M14_l_22_ac,TGFB1,999,Fail
D10_M14_l_22_ac,RUNX3,999,Fail
D10_M14_l_22_ac,POLR2A,999,Fail
D10_M14_l_22_ac,IRF8,999,Fail
D10_M14_l_22_ac,IL27RA,999,Fail
D10_M14_med_19_ac,ACTN1,999,Fail
D10_M14_med_19_ac,CCR2,999,Fail
D10_M14_med_19_ac,CD33,999,Fail
D10_M14_med_19_ac,CD8A,999,Fail
D10_M14_med_19_ac,EIF2B1,999,Fail
D10_M14_med_19_ac,HBB_B2,999,Fail
D10_M14_med_19_ac,IL13,999,Fail
D10_M14_med_19_ac,IL1RL1_R,999,Fail
D10_M14_med_19_ac,JHM1D,34.24822302,Fail
D10_M14_med_19_ac,POU6F1,999,Fail
D10_M14_med_19_ac,SCML4,999,Fail
D10_M14_med_19_ac,TRIB2,34.93455179,Fail
D10_M14_med_19_ac,AHR,999,Fail
D10_M14_med_19_ac,CCR5,999,Fail
D10_M14_med_19_ac,CD3E,999,Fail
D10_M14_med_19_ac,CDH17,999,Fail
D10_M14_med_19_ac,EPAS1,999,Fail
D10_M14_med_19_ac,HLX,999,Fail
D10_M14_med_19_ac,IL13RA1,999,Fail
D10_M14_med_19_ac,IL4,999,Fail
D10_M14_med_19_ac,KLRG1,999,Fail
D10_M14_med_19_ac,PPARG,999,Fail
D10_M14_med_19_ac,IL1RL1,999,Fail
D10_M14_med_19_ac,TXK,999,Fail
D10_M14_med_19_ac,ASB2,999,Fail
D10_M14_med_19_ac,CCR8,28.45839535,Fail
D10_M14_med_19_ac,CD4,999,Fail
D10_M14_med_19_ac,CTLA4,999,Fail
D10_M14_med_19_ac,FGF18,999,Fail
D10_M14_med_19_ac,HPRT1,999,Fail
D10_M14_med_19_ac,IL17A,999,Fail
D10_M14_med_19_ac,IL4R,999,Fail
D10_M14_med_19_ac,MSC,999,Fail
D10_M14_med_19_ac,PRDM1,18.84421798,Fail
D10_M14_med_19_ac,SMAD7,999,Fail
D10_M14_med_19_ac,UBC,999,Fail
D10_M14_med_19_ac,ATF3,999,Fail
D10_M14_med_19_ac,KIT,27.36051914,Fail
D10_M14_med_19_ac,CD44,26.78853067,Fail
D10_M14_med_19_ac,CXCR3,999,Fail
D10_M14_med_19_ac,FOXP1,35.79825938,Fail
D10_M14_med_19_ac,ICOS,38.43035022,Fail
D10_M14_med_19_ac,IL2,999,Fail
D10_M14_med_19_ac,IL5,14.44783199,Fail
D10_M14_med_19_ac,MYB,999,Fail
D10_M14_med_19_ac,PTGIR,23.26145476,Fail
D10_M14_med_19_ac,TBX21,21.92149203,Fail
D10_M14_med_19_ac,VDR,37.78914156,Fail
D10_M14_med_19_ac,IFNG,10.2040906,Fail
D10_M14_med_19_ac,FOXP3,35.00539378,Fail
D10_M14_med_19_ac,CXCR5,12.60366244,Fail
D10_M14_med_19_ac,PTPRC,10.87276895,Fail
D10_M14_med_19_ac,ITGAM,31.86656555,Fail
D10_M14_med_19_ac,ATP5A1,999,Fail
D10_M14_med_19_ac,VIPR1,999,Fail
D10_M14_med_19_ac,TCF7,999,Fail
D10_M14_med_19_ac,PTH,10.75504464,Fail
D10_M14_med_19_ac,MYCN,999,Fail
D10_M14_med_19_ac,IL6,38.92560802,Fail
D10_M14_med_19_ac,IL21,29.25833837,Fail
D10_M14_med_19_ac,IFNGR1,999,Fail
D10_M14_med_19_ac,FSHB,999,Fail
D10_M14_med_19_ac,CXCR6,999,Fail
D10_M14_med_19_ac,NCAM1,999,Fail
D10_M14_med_19_ac,ITGAX,999,Fail
D10_M14_med_19_ac,BATF,999,Fail
D10_M14_med_19_ac,ZBTB16,999,Fail
D10_M14_med_19_ac,TCFEC,999,Fail
D10_M14_med_19_ac,RORA,999,Fail
D10_M14_med_19_ac,NCF1,999,Fail
D10_M14_med_19_ac,IL7R,999,Fail
D10_M14_med_19_ac,IL23R,999,Fail
D10_M14_med_19_ac,IL10,999,Fail
D10_M14_med_19_ac,GATA2,999,Fail
D10_M14_med_19_ac,CYP11A1,999,Fail
D10_M14_med_19_ac,SELL,999,Fail
D10_M14_med_19_ac,CD19,999,Fail
D10_M14_med_19_ac,BCL2L11,999,Fail
D10_M14_med_19_ac,ZC3H12C,999,Fail
D10_M14_med_19_ac,TG,999,Fail
D10_M14_med_19_ac,RORC,999,Fail
D10_M14_med_19_ac,PHF1,999,Fail
D10_M14_med_19_ac,IL9,999,Fail
D10_M14_med_19_ac,IL25R,999,Fail
D10_M14_med_19_ac,IL12RB2,999,Fail
D10_M14_med_19_ac,GATA3,999,Fail
D10_M14_med_19_ac,E2F8,999,Fail
D10_M14_med_19_ac,CD69,999,Fail
D10_M14_med_19_ac,IL2RA,999,Fail
D10_M14_med_19_ac,BCL2,999,Fail
D10_M14_med_19_ac,ZFP36,999,Fail
D10_M14_med_19_ac,TGFB1,999,Fail
D10_M14_med_19_ac,RUNX3,999,Fail
D10_M14_med_19_ac,POLR2A,999,Fail
D10_M14_med_19_ac,IRF8,999,Fail
D10_M14_med_19_ac,IL27RA,999,Fail
D10_M14_l_14_ac,ACTN1,999,Fail
D10_M14_l_14_ac,CCR2,999,Fail
D10_M14_l_14_ac,CD33,999,Fail
D10_M14_l_14_ac,CD8A,999,Fail
D10_M14_l_14_ac,EIF2B1,21.21904773,Pass
D10_M14_l_14_ac,HBB_B2,999,Fail
D10_M14_l_14_ac,IL13,999,Fail
D10_M14_l_14_ac,IL1RL1_R,999,Fail
D10_M14_l_14_ac,JHM1D,999,Fail
D10_M14_l_14_ac,POU6F1,999,Fail
D10_M14_l_14_ac,SCML4,999,Fail
D10_M14_l_14_ac,TRIB2,999,Fail
D10_M14_l_14_ac,AHR,999,Fail
D10_M14_l_14_ac,CCR5,999,Fail
D10_M14_l_14_ac,CD3E,999,Fail
D10_M14_l_14_ac,CDH17,999,Fail
D10_M14_l_14_ac,EPAS1,999,Fail
D10_M14_l_14_ac,HLX,999,Fail
D10_M14_l_14_ac,IL13RA1,999,Fail
D10_M14_l_14_ac,IL4,999,Fail
D10_M14_l_14_ac,KLRG1,999,Fail
D10_M14_l_14_ac,PPARG,999,Fail
D10_M14_l_14_ac,IL1RL1,999,Fail
D10_M14_l_14_ac,TXK,999,Fail
D10_M14_l_14_ac,ASB2,999,Fail
D10_M14_l_14_ac,CCR8,999,Fail
D10_M14_l_14_ac,CD4,999,Fail
D10_M14_l_14_ac,CTLA4,999,Fail
D10_M14_l_14_ac,FGF18,999,Fail
D10_M14_l_14_ac,HPRT1,999,Fail
D10_M14_l_14_ac,IL17A,999,Fail
